price,bedrooms,bathrooms,sqft_living,sqft_lot,floors,condition,grade,sqft_basement,yr_built,zipcode,lat,long
870000,4,2,3090,41147,1,3,7,0,1990,98052,47.6748,-122.049
500000,3,2,3040,41072,1,4,8,1520,1978,98038,47.3944,-121.972
1.02E+06,4,1.75,2600,41041,1.5,4,8,0,1965,98033,47.6634,-122.172
725000,3,2.5,3410,41022,2,3,11,0,1990,98042,47.3228,-122.08
602500,4,1.75,2190,41000,2,3,8,0,1980,98075,47.5755,-122.033
334950,4,1.75,1700,40973,1,3,8,0,1961,98031,47.3439,-122.198
780000,4,3.25,3900,40962,2,3,10,0,1991,98053,47.683,-122.063
420850,1,1,960,40946,1,5,5,0,1945,98014,47.6951,-121.864
899000,4,2.25,2290,40946,1,4,8,740,1960,98008,47.616,-122.103
1.19E+06,3,2.25,2760,40946,2,5,10,0,1978,98005,47.6501,-122.164
585000,5,3.5,3180,40946,1,3,7,1490,1968,98075,47.5833,-122.073
598000,4,2.5,3130,40918,2,3,9,0,1994,98045,47.4761,-121.723
660000,3,2.25,2675,40910,2,3,8,0,1984,98075,47.5916,-122.055
569950,5,4.5,4850,40902,2,3,10,0,2001,98023,47.3181,-122.344
550000,3,2.25,1980,40887,1,4,8,0,1980,98052,47.6478,-122.029
1.67E+06,5,3.5,4320,40816,2,4,11,0,1997,98004,47.644,-122.185
460000,3,2.5,2720,40813,2,3,8,0,2001,98001,47.2619,-122.271
900000,5,6,7120,40806,2,3,12,1640,2007,98006,47.5451,-122.114
350000,3,1.5,1550,40752,1,5,7,0,1954,98031,47.394,-122.202
770000,3,2.5,2650,40705,2,3,9,0,1994,98053,47.668,-122.063
528000,2,0.75,840,40642,1,4,6,0,1937,98070,47.404,-122.447
715000,4,2.25,2460,40635,1,5,8,0,1968,98053,47.6627,-122.032
635000,4,2.5,2490,40608,2,3,9,0,1997,98053,47.6507,-122.004
550000,1,1.5,1900,40600,1.5,5,9,450,1977,98027,47.4718,-122.009
362500,3,2,1940,40588,1,3,7,0,2000,98058,47.4252,-122.159
460000,2,2.5,1880,40575,1,3,9,0,1987,98024,47.5614,-121.899
530000,3,2.25,2120,40518,1,3,8,0,1967,98075,47.5896,-122.009
525000,3,2.25,2100,40510,2,3,10,780,1979,98074,47.6154,-122.047
545000,4,2.25,2390,40510,1,4,8,0,1969,98072,47.7566,-122.113
288000,3,1,1410,40500,1,4,7,0,1961,98092,47.3199,-122.1
845000,4,2.5,3360,40471,2,4,10,0,1994,98077,47.742,-122.035
465000,3,2,1840,40438,2,3,7,0,1994,98045,47.4853,-121.709
460000,4,2,2090,40419,1,4,7,0,1984,98027,47.4691,-121.993
570000,3,1.75,2580,40392,1,3,9,1190,1986,98072,47.7637,-122.134
822000,4,2.5,2683,40386,2,4,9,0,1987,98052,47.6982,-122.138
590000,5,3.25,4020,40341,1,5,8,1850,1970,98027,47.4952,-122.068
699000,4,2.5,3230,40319,2,4,10,0,1987,98027,47.4856,-122.069
667400,4,2.5,2660,40312,2,4,8,0,1977,98072,47.7532,-122.139
872000,4,2.25,2860,40284,2,3,10,0,1983,98072,47.7308,-122.115
580000,3,2.5,2180,40278,2,3,9,0,1985,98072,47.733,-122.09
535000,3,1,1330,40259,1,4,7,0,1977,98024,47.552,-121.89
535500,3,1.5,1730,40250,2,4,8,0,1983,98072,47.7499,-122.111
390000,3,1.75,1870,40250,1,5,7,0,1959,98038,47.4038,-122.036
630000,4,3.75,4610,40202,1,4,10,2110,1980,98027,47.4599,-122
545000,3,2.5,2140,40173,2,4,8,0,1990,98027,47.4786,-122.066
550000,6,4.5,4520,40164,2,3,9,940,1953,98031,47.407,-122.216
840000,4,3.5,2840,40139,1,4,10,0,1986,98038,47.401,-122.026
510000,3,2.5,2540,40106,2,3,10,0,1991,98074,47.6037,-122.043
507000,3,1.75,2140,40098,1,5,8,650,1950,98058,47.4296,-122.111
1.10E+06,4,3.5,4270,40097,1,4,12,0,1993,98077,47.7354,-122.078
190000,3,1.5,760,40039,1,3,6,0,1906,98065,47.5295,-121.829
4.50E+06,5,5.5,6640,40014,2,3,12,290,2004,98155,47.7493,-122.28
439500,3,2.5,2050,40003,1,4,8,480,1977,98027,47.47,-122
120000,2,1,990,39964,1,2,4,0,1945,98042,47.3577,-122.085
940000,4,2.5,3160,39960,1,3,10,0,1980,98005,47.6418,-122.157
442000,3,2.5,1980,39932,2,3,8,0,1994,98011,47.7433,-122.196
492000,3,1.75,2770,39927,1,4,8,1190,1978,98027,47.4669,-122.003
380000,3,2.25,1600,39848,1,4,8,0,1958,98022,47.1991,-122.013
416500,4,2,2280,39848,2,4,8,0,1991,98070,47.5003,-122.465
542950,3,2.5,2070,39768,2,3,8,0,1988,98077,47.7696,-122.036
370000,4,2.75,2420,39704,1,3,9,0,1985,98038,47.4053,-122.03
720000,4,2.5,3450,39683,2,3,10,0,2002,98010,47.342,-122.025
789000,3,3,3740,39640,2,3,10,0,1991,98070,47.4036,-122.462
295000,2,1,1300,39639,1,4,6,0,1960,98070,47.466,-122.452
600000,3,1.75,1670,39639,1,4,8,0,1976,98075,47.5929,-121.989
235000,4,2.5,1810,39639,1,3,7,580,1970,98042,47.3472,-122.11
621500,3,1.75,2570,39634,2,3,8,0,1984,98075,47.596,-122.08
875000,3,2.75,3270,39586,1.5,3,11,0,1988,98077,47.731,-122.078
430000,3,2.5,2075,39553,1,3,7,0,2012,98038,47.3601,-122.032
715000,3,2.5,2770,39529,2,3,9,0,1987,98053,47.6495,-122.042
530000,3,2.5,3660,39478,2,4,9,400,1989,98022,47.2413,-121.972
550000,4,1.75,2550,39460,1,3,8,660,1982,98072,47.7707,-122.123
486000,4,2.5,2150,39449,1,3,7,730,1978,98024,47.5531,-121.892
445800,4,2.25,2070,39446,1,3,8,600,1977,98155,47.7765,-122.276
753000,4,1.75,2160,39430,1,4,8,500,1974,98005,47.6378,-122.185
465000,4,2.5,2820,39413,2,4,9,0,1989,98092,47.3064,-122.1
735000,3,3.25,2960,39370,2,3,10,0,1989,98011,47.7452,-122.202
490000,4,2.25,3390,39356,1,4,8,1750,1964,98027,47.461,-121.992
450000,3,2.75,2840,39324,1,3,9,640,1988,98092,47.3076,-122.101
1.83E+06,3,3.75,6030,39317,2,3,11,1590,1991,98004,47.6055,-122.21
1.84E+06,4,3.5,4870,39190,2,3,12,0,1995,98006,47.5447,-122.124
425000,3,2.25,1580,39189,1,3,7,400,1992,98053,47.6365,-121.972
470000,3,2.25,1830,39165,1,5,8,0,1963,98027,47.4612,-121.992
279000,3,1.75,1430,39160,1,3,7,530,1925,98065,47.5513,-121.801
308000,3,1,1980,39150,1.5,3,6,400,1932,98030,47.3818,-122.225
1.80E+06,4,3.5,3930,39098,2,3,12,0,1999,98005,47.6399,-122.158
1.80E+06,5,3.75,4320,39094,2,3,8,0,1938,98155,47.7519,-122.276
515000,4,2.5,2030,39049,1,4,7,500,1953,98166,47.4413,-122.345
670000,5,2.25,2290,39000,2,3,8,0,1979,98052,47.7012,-122.12
454000,4,2.25,2630,39000,2,3,9,0,1979,98042,47.4089,-122.149
895000,4,2.5,3480,38985,2,3,10,0,1989,98053,47.6895,-122.052
910000,4,2.75,4190,38912,1,4,9,2150,1965,98005,47.6472,-122.157
1.77E+06,4,3.5,5440,38900,2,3,12,0,1990,98053,47.6605,-122.069
470000,3,2,1730,38884,1,3,8,0,1997,98038,47.4164,-121.951
1.34E+06,3,2.75,2730,38869,1.5,3,9,790,1963,98146,47.4857,-122.361
854000,4,2.75,3150,38865,1,3,10,670,1986,98052,47.7302,-122.106
820000,3,3,3850,38830,2,3,10,0,2000,98006,47.5535,-122.191
1.35E+06,5,3,5530,38816,1.5,3,10,0,1969,98072,47.7352,-122.116
630000,3,2.5,2460,38794,2,3,9,0,1999,98077,47.7602,-122.022
349900,3,2,2420,38781,1,5,7,1210,1949,98027,47.4511,-121.976
319502,3,1.75,1610,38707,1,3,7,0,1990,98010,47.3778,-122.001
652500,4,2.5,2540,38677,2,3,9,0,1987,98053,47.6694,-122.044
420000,3,1.75,1060,38644,1,3,7,0,1983,98077,47.7442,-122.072
510000,3,2.25,2370,38639,1,3,8,440,1978,98077,47.771,-122.099
805000,4,2.5,3960,38615,2,3,10,0,2000,98077,47.7249,-122.024
696000,4,3.5,3650,38546,2,3,9,1100,1996,98045,47.4776,-121.73
935000,3,3.25,3710,38509,2,3,10,0,1998,98014,47.693,-121.868
150000,3,0.75,490,38500,1.5,4,5,0,1959,98014,47.7112,-121.315
716500,5,2.75,3630,38461,2,3,11,0,2000,98058,47.4289,-122.094
222000,2,1,1550,38449,1,3,6,0,1947,98055,47.4315,-122.199
775000,4,2.5,3220,38448,2,3,10,0,1993,98053,47.6854,-122.053
900000,4,3.25,4700,38412,2,3,10,1280,1978,98005,47.6445,-122.167
825000,3,2.5,3400,38400,1,3,8,1530,1955,98177,47.7611,-122.372
306500,3,2.25,2060,38377,1,4,8,500,1978,98003,47.2752,-122.319
525000,3,1.75,2620,38350,1,4,8,1300,1977,98027,47.4619,-121.991
420000,3,2,2020,38332,1,4,7,1010,1975,98027,47.4582,-122.023
888550,3,2.5,3540,38322,2,3,10,0,1989,98053,47.6892,-122.048
557500,4,2.5,2390,38258,2,3,8,0,2001,98072,47.7433,-122.094
610000,3,2.25,2320,38186,2,3,8,0,1980,98053,47.6645,-122.068
591000,4,2.25,2710,38180,2,4,8,0,1977,98077,47.77,-122.097
600000,4,2,2510,38141,1,3,9,0,1960,98034,47.7219,-122.258
380000,5,1.75,1320,38125,1,4,7,200,1947,98198,47.3937,-122.323
765000,4,2.5,3190,38119,2,3,9,0,1988,98053,47.6698,-122.044
345000,3,1.75,1240,38095,1,3,7,0,1978,98053,47.6522,-121.97
765000,3,3,3270,38088,2,3,10,0,1992,98053,47.6692,-122.028
685000,4,2.5,3320,38043,2,3,9,0,1997,98053,47.6504,-122.004
1.38E+06,3,3.25,3786,38038,1,3,9,1852,1978,98070,47.3907,-122.448
805000,4,2.5,3320,38032,2,4,10,0,1991,98077,47.7478,-122.036
1.42E+06,4,3.25,3600,38016,2,3,11,290,1991,98034,47.7124,-122.253
1.45E+06,4,3.5,5000,38012,2,3,11,1390,2004,98029,47.554,-122.036
528000,5,2.25,2940,38009,1,3,8,1240,1977,98077,47.7653,-122.077
660000,3,3.5,3600,37982,2,4,8,0,1996,98014,47.6982,-121.917
609000,4,2.5,2150,37981,2,3,9,0,1985,98052,47.7227,-122.098
429000,3,1,1540,37950,1,4,7,450,1959,98001,47.3259,-122.289
370000,3,1.75,1620,37913,2,4,7,0,1953,98001,47.2875,-122.289
310000,3,1.75,2070,37904,1,4,7,650,1973,98058,47.425,-122.186
663000,3,2.5,2480,37843,1.5,4,8,0,1974,98070,47.4003,-122.422
526000,3,1.75,1780,37801,1,3,7,480,1977,98075,47.5858,-122.015
355000,3,1,900,37800,1,4,5,200,1923,98034,47.7146,-122.234
602000,4,1.75,2420,37800,1,4,8,540,1981,98053,47.6688,-122.024
985000,4,2.25,4230,37769,2,3,11,0,1989,98077,47.7287,-122.077
380000,4,2.5,2150,37647,2,3,8,0,1991,98042,47.3117,-122.083
315000,3,1.75,1660,37642,1,4,7,0,1991,98022,47.2559,-122.007
496000,3,1.5,2520,37616,1,3,8,0,1955,98045,47.4777,-121.763
840000,7,4.5,4290,37607,1.5,5,10,0,1982,98027,47.4812,-122.033
500000,3,2.5,1940,37565,1,4,8,0,1987,98027,47.4801,-122.063
453000,4,2.75,2300,37533,1,5,8,750,1979,98070,47.3714,-122.431
645000,4,2.5,2850,37522,2,3,9,0,1987,98075,47.5852,-121.992
280000,2,1,2280,37500,2,3,7,0,1932,98136,47.525,-122.389
570000,3,1.75,2910,37461,1,4,7,1380,1967,98052,47.7015,-122.164
490000,4,2.5,2242,37451,2,3,8,0,1995,98028,47.7443,-122.228
680000,4,2.5,2700,37431,1,4,8,1100,1978,98072,47.7258,-122.117
539950,4,2.5,2960,37430,2,3,9,0,1990,98038,47.3988,-122.023
297000,2,1.75,1280,37373,1,4,7,0,1996,98022,47.2631,-122.019
521000,3,1.75,1720,37363,1,4,8,370,1974,98053,47.6608,-122.035
7.06E+06,5,4.5,10040,37325,2,3,11,2360,1940,98004,47.65,-122.214
630000,4,2.75,2710,37277,2,3,9,0,2000,98027,47.4634,-121.987
550000,3,2.25,1850,37264,2,3,8,0,1981,98053,47.6486,-122.035
632500,4,1.5,2720,37258,2,3,10,0,1994,98077,47.7402,-122.035
470000,4,1,1740,37238,1.5,4,7,0,1932,98024,47.5651,-121.902
942000,4,2.75,3160,37200,2,3,8,850,1939,98125,47.7214,-122.285
473000,4,3.5,4370,37193,2,3,8,1590,1996,98022,47.241,-121.979
900000,5,3,4350,37169,2,3,10,1400,1972,98005,47.6518,-122.16
850000,4,3.5,3920,37122,2,3,10,0,1996,98053,47.6316,-121.988
532500,3,3.25,3140,37120,1,3,9,1380,1984,98065,47.5244,-121.842
375000,3,2.5,2750,37096,2,3,9,0,1989,98038,47.3732,-122.023
345000,3,2.25,2670,37089,2,3,9,0,1990,98042,47.3347,-122.077
1.33E+06,4,2.5,4010,37076,2,4,12,0,1990,98052,47.7139,-122.106
430000,4,1,1620,37075,1.5,3,7,0,1943,98024,47.5654,-121.929
610000,4,3.25,5450,37058,1.5,5,9,0,1984,98042,47.351,-122.087
260000,4,2.5,2000,37045,2,3,8,0,1989,98042,47.3398,-122.071
650000,3,2.5,2180,37042,2,3,9,0,1998,98077,47.722,-122.026
1.23E+06,4,3.5,3770,37034,2,3,10,940,1989,98007,47.6463,-122.151
1.15E+06,4,3.75,5300,37034,2,3,11,0,1989,98077,47.7283,-122.076
395000,4,2.75,1970,37026,1,4,8,0,1961,98070,47.4375,-122.446
385000,4,2.75,2700,37011,2,3,9,0,1984,98042,47.3496,-122.088
550000,3,2.25,2160,37000,1.5,4,7,400,1933,98052,47.7297,-122.139
855000,4,2.25,2480,36974,2,4,9,0,1973,98005,47.6441,-122.154
662000,3,1.75,2500,36947,1,3,9,0,1984,98052,47.6917,-122.084
449999,4,1.75,2290,36900,1.5,5,7,600,1938,98022,47.2034,-122.003
368000,4,2,2500,36900,1,3,7,960,1972,98038,47.3708,-122.049
790000,4,2.5,3020,36893,2,3,9,0,1986,98077,47.768,-122.092
475000,3,2.5,2420,36862,1,4,8,890,1957,98003,47.3264,-122.308
437500,3,2.5,2320,36847,2,3,9,0,1992,98045,47.4838,-121.714
450000,3,1,1160,36831,1,3,7,0,1938,98028,47.7507,-122.237
710800,3,2.5,2880,36820,2,3,10,0,1992,98077,47.766,-122.044
699000,5,2.75,2970,36817,2,4,8,0,1978,98072,47.7731,-122.139
335000,3,1.75,1900,36769,1,3,8,0,1987,98092,47.3041,-122.066
985000,4,3.25,4030,36762,2,3,11,0,1988,98077,47.7235,-122.039
799950,6,2.75,3040,36721,1,4,9,1280,1958,98166,47.4488,-122.356
410000,3,2.25,1800,36704,1,4,8,440,1978,98027,47.4688,-122.013
500000,4,2.25,2420,36680,2,4,8,0,1977,98027,47.4663,-122.006
520000,3,1.75,2310,36665,1,3,8,730,1983,98155,47.7697,-122.274
650000,5,3.5,3480,36615,2,4,8,990,1983,98075,47.5741,-122.05
675000,4,2.5,2560,36601,2,4,9,0,1987,98075,47.5851,-121.992
478000,3,1.75,2790,36585,1,4,8,1380,1970,98027,47.4734,-121.999
700000,3,2.5,2850,36585,2,3,10,0,1987,98072,47.7376,-122.102
610000,4,2.75,2600,36583,1,5,8,1020,1976,98075,47.593,-122.054
700000,4,2.5,3100,36562,2,3,10,0,1994,98077,47.7646,-122.065
632000,5,3,3520,36558,2,4,8,1420,1985,98027,47.4658,-122.007
257000,3,1.75,1330,36537,1,4,7,0,1989,98092,47.3126,-122.129
230000,6,1.5,2140,36509,1.5,4,8,0,1903,98001,47.2668,-122.252
675000,2,1,930,36478,1,3,6,0,1951,98006,47.5699,-122.164
580000,4,2.25,2570,36465,2,4,8,0,1980,98053,47.6555,-122.042
975000,5,4,4850,36450,2,3,10,0,1977,98005,47.6426,-122.158
570000,4,2.25,2380,36446,2,4,8,0,1977,98077,47.7644,-122.072
525000,3,3,2470,36445,2,4,8,0,1980,98027,47.4661,-121.997
521000,4,1.75,2020,36400,1,4,8,470,1976,98077,47.7627,-122.076
600000,7,2.25,3170,36384,2,3,8,0,1969,98027,47.4654,-122.003
635000,4,2.5,4260,36360,1.5,4,8,160,1935,98155,47.764,-122.302
319000,4,1,1730,36356,1.5,4,6,0,1954,98031,47.4135,-122.199
1.32E+06,5,4,4420,36342,2,5,10,1680,1982,98007,47.6468,-122.151
355000,3,1,1890,36300,1,3,7,0,1962,98024,47.5719,-121.914
737500,4,2.5,3200,36276,2,3,9,0,1993,98053,47.6304,-121.994
550000,4,2.25,2590,36256,2,3,8,0,1978,98077,47.769,-122.094
450000,4,2.5,2500,36254,1,4,8,910,1978,98027,47.4685,-122.004
585083,5,2.75,2910,36250,1,3,8,1320,1977,98075,47.5916,-122.076
870000,4,3,3040,36246,1.5,3,9,360,1923,98074,47.6093,-122.07
415000,3,2.25,1510,36224,2,3,8,0,1991,98045,47.4616,-121.711
699950,3,2.5,3370,36218,2,4,9,0,1988,98075,47.5855,-121.987
570000,3,1.75,1930,36210,1,3,8,0,1977,98072,47.7692,-122.128
1.32E+06,4,3.5,4410,36200,2,3,11,0,1989,98006,47.5487,-122.126
760000,4,2.5,2730,36183,2,3,9,0,1986,98052,47.7036,-122.127
670000,6,3,4050,36171,2,4,8,1430,1970,98027,47.4708,-122.015
760500,4,2.25,2310,36136,2,4,9,0,1977,98072,47.7506,-122.122
464950,4,2.25,2350,36116,1,4,9,0,1983,98042,47.3533,-122.082
460000,4,2.25,2690,36114,2,4,9,0,1986,98092,47.3106,-122.116
625000,4,2.25,2220,36085,2,3,9,0,1989,98075,47.5839,-121.991
440000,5,1.75,3690,36036,1,3,9,1800,1985,98042,47.3473,-122.085
443950,3,1.75,2000,36000,1,3,6,0,1946,98056,47.5217,-122.182
530000,4,2.5,2940,35996,2,3,9,0,1995,98042,47.3401,-122.067
864500,4,2.5,3520,35991,2,4,10,0,1992,98077,47.7437,-122.035
305100,3,2,1590,35988,1,4,8,0,1974,98058,47.4365,-122.106
475000,3,2.5,2160,35912,2,3,8,0,1982,98077,47.7273,-122.083
825000,3,3,3730,35900,1,3,9,770,1979,98008,47.5814,-122.122
589900,4,4.5,3870,35889,2,3,10,1340,2001,98027,47.4677,-122.01
950000,5,2.5,3450,35880,2,3,11,0,1992,98052,47.7173,-122.099
482000,4,2.5,2710,35868,2,3,9,0,1989,98038,47.375,-122.022
850000,4,1,2500,35802,1.5,3,7,0,1955,98005,47.6488,-122.153
350000,3,3,3200,35782,1,3,8,840,1978,98042,47.4121,-122.154
2.20E+06,5,3.25,5210,35765,2.5,5,10,270,1911,98136,47.5463,-122.397
480000,4,2.5,2870,35757,2,4,9,0,1977,98077,47.7568,-122.05
580000,4,2.5,2130,35752,1,3,8,640,1980,98075,47.5748,-122.031
1.03E+06,3,2.5,4110,35741,2,3,7,0,1976,98033,47.6642,-122.171
595000,4,3,3680,35736,1.5,4,8,1360,1970,98027,47.4703,-122.015
520000,3,1.75,2300,35722,1,3,9,0,1984,98072,47.7455,-122.112
900000,5,2.25,2510,35691,1,3,9,0,1967,98005,47.6435,-122.154
730000,4,2.5,3550,35689,2,4,9,0,1991,98077,47.7503,-122.074
830000,2,1.5,2130,35679,1,4,7,0,1963,98033,47.6638,-122.171
817500,4,2.5,2910,35679,2,4,9,0,1987,98075,47.5859,-121.991
530000,4,3.25,4160,35654,2,3,8,1400,1973,98027,47.4683,-122.008
660000,3,2.5,2590,35640,1,3,9,0,1987,98029,47.5516,-122.03
575000,4,2.5,2520,35636,2,3,8,0,1980,98053,47.652,-122.031
404000,4,3,4060,35621,1,3,9,2030,1989,98092,47.3059,-122.108
770000,3,2.5,3680,35617,1,3,10,1290,1985,98052,47.7213,-122.12
845000,4,2.5,2880,35610,1,3,10,0,1989,98052,47.6911,-122.054
1.01E+06,5,3.25,4050,35600,2,3,12,0,1990,98006,47.5465,-122.122
815000,5,2.25,3410,35536,2,3,10,880,1974,98005,47.65,-122.155
470000,3,3.5,3520,35512,2,3,8,760,2005,98022,47.2416,-121.979
243950,2,1,1120,35500,1,5,6,0,1961,98022,47.2411,-122.043
1.07E+06,4,2.5,3270,35445,2,3,11,0,1989,98006,47.548,-122.121
556000,3,2.5,2750,35440,2,3,9,0,1994,98045,47.4745,-121.723
430000,3,2.5,2000,35438,2,3,7,0,1968,98027,47.4733,-121.994
635000,4,2.5,3080,35430,2,3,9,0,1997,98053,47.6325,-121.97
680000,4,2.75,3620,35429,2,3,10,0,2006,98058,47.4238,-122.098
450000,3,1,1150,35415,1,4,7,140,1950,98008,47.5974,-122.129
690000,4,2.5,3220,35400,2,3,9,0,1991,98072,47.7547,-122.114
657000,4,2.75,3060,35380,1,3,9,1250,1982,98074,47.6198,-122.038
669000,4,2.75,2700,35362,2,5,8,0,1976,98077,47.7628,-122.094
408000,3,2.25,2800,35362,2,3,9,0,1985,98042,47.3507,-122.089
612500,4,2,1690,35346,1,3,7,0,1967,98008,47.6149,-122.124
845000,4,3.25,2880,35315,1,3,11,610,1982,98005,47.6587,-122.163
370000,3,2.25,3230,35306,2,3,9,0,1987,98092,47.3065,-122.113
720500,4,2.5,3350,35298,2,4,9,0,1985,98053,47.6506,-122.036
330000,3,2.25,2300,35287,2,3,8,0,1977,98022,47.2477,-121.937
935000,5,2.5,3150,35283,1,3,10,1350,1975,98005,47.6368,-122.157
597500,4,3,1890,35280,1,3,9,380,1979,98052,47.7112,-122.099
485000,3,2.25,2900,35273,2,3,9,0,1986,98038,47.4013,-122.03
930000,3,2.5,3780,35273,1.5,3,10,0,1986,98072,47.7499,-122.119
725000,3,2.5,3570,35271,2,3,9,0,1997,98027,47.4782,-122.035
1.08E+06,4,2.5,4200,35267,2,3,11,0,1990,98077,47.7108,-122.071
700500,3,2.5,2560,35265,2,3,9,0,1981,98072,47.7354,-122.095
925000,4,3,3580,35261,1.5,3,10,0,1985,98072,47.7577,-122.134
557500,3,2,2510,35255,1,3,9,0,1994,98038,47.4012,-122.025
397900,3,2.75,2500,35245,1,3,7,920,2000,98042,47.3414,-122.117
620000,3,1.75,2410,35236,1,3,8,0,1980,98072,47.7651,-122.166
749950,4,2.75,3110,35235,2,4,9,0,1983,98072,47.7355,-122.095
250000,3,1.75,1780,35233,1,4,8,360,1979,98001,47.2949,-122.269
805000,4,2.5,3160,35225,2,3,9,910,1992,98006,47.5672,-122.111
390000,4,2.25,2680,35218,2,3,8,0,1986,98027,47.4613,-121.997
725000,4,2.5,3040,35201,2,4,10,0,1987,98027,47.4872,-122.066
550000,3,1.75,2910,35200,1.5,3,8,0,1979,98075,47.5747,-122.035
2.34E+06,4,2.5,4500,35200,1,3,13,0,1988,98006,47.5477,-122.126
1.27E+06,5,3.25,4410,35192,2,3,12,530,1990,98072,47.7522,-122.13
381500,2,2,2160,35183,1,3,9,0,1985,98092,47.312,-122.115
500000,3,2.5,2760,35171,2,3,9,0,1990,98058,47.465,-122.123
880000,3,2,2130,35169,1,4,8,0,1989,98072,47.7489,-122.123
550000,4,3,4180,35169,2,3,11,0,1986,98038,47.4,-122.027
605000,4,1.75,3280,35160,1,3,7,1200,1976,98053,47.6728,-122.061
1.70E+06,3,3.25,4160,35153,3,3,12,470,2001,98040,47.5749,-122.214
375000,3,1.75,2530,35150,1,4,7,730,1977,98042,47.3913,-122.121
592500,4,2.5,3370,35150,1,5,8,1600,1993,98027,47.461,-122.002
285000,3,2.25,1680,35127,2,3,7,0,1987,98092,47.3025,-122.067
443000,4,3,2620,35124,2,3,9,0,1987,98092,47.3067,-122.116
831500,5,2.5,4470,35124,2.5,3,11,0,1984,98072,47.7377,-122.084
599900,3,3,3030,35123,2,4,8,1270,1984,98027,47.4694,-122.006
1.21E+06,4,2.5,3430,35120,2,3,10,0,1984,98033,47.6484,-122.182
820000,3,2.5,2950,35108,1.5,3,10,0,1995,98077,47.7316,-122.035
832500,4,4,3430,35102,2,4,10,1040,1986,98075,47.5822,-121.987
284000,3,1.75,1320,35100,1,3,7,0,1990,98092,47.312,-122.129
437500,3,2.25,1970,35100,2,4,9,0,1977,98027,47.4635,-121.991
500000,4,2.25,2730,35100,2,3,8,0,1977,98075,47.5913,-122.012
832500,4,2.5,3450,35100,2,3,10,0,1987,98052,47.7302,-122.106
460000,4,2.5,2110,35091,1,4,8,820,1985,98027,47.467,-122.014
975000,4,2.5,3240,35083,2,4,9,0,1978,98005,47.6337,-122.154
950000,4,2.5,3770,35081,2,3,10,0,1989,98053,47.6908,-122.051
575000,4,2.75,2730,35075,1,3,8,1200,1979,98072,47.7726,-122.139
855000,4,3,3090,35074,2,3,9,0,1978,98005,47.6359,-122.159
485000,4,2.5,2470,35073,2,3,9,0,1989,98092,47.3064,-122.108
975000,5,3.5,5470,35071,2,3,11,880,1976,98005,47.6368,-122.159
395000,4,2.75,2640,35070,1.5,3,8,0,1963,98058,47.4242,-122.181
1.53E+06,4,3.75,5850,35070,2,4,12,1440,1990,98006,47.5485,-122.124
5.57E+06,5,5.75,9200,35069,2,3,13,3000,2001,98039,47.6289,-122.233
915000,4,2.5,3400,35062,2,4,11,0,1988,98052,47.7168,-122.113
259500,3,2,1330,35060,1,3,7,0,1989,98092,47.3128,-122.13
1.72E+06,5,4,4590,35046,2,3,10,0,2008,98033,47.6647,-122.16
610000,4,2.25,2090,35040,1,3,8,600,1980,98075,47.5739,-122.032
545000,4,2.75,3410,35040,2,3,9,0,1984,98038,47.4054,-122.03
299900,3,2.25,1560,35026,1,3,7,270,1985,98092,47.3023,-122.069
853000,4,2.25,3440,35025,2,3,10,0,1988,98053,47.6674,-122.055
525000,3,2.5,2340,35021,1,3,9,0,1986,98038,47.3988,-122.028
1.05E+06,4,3.25,3440,35021,2,3,10,0,1983,98033,47.6476,-122.184
630000,4,2.5,2510,35020,1,4,8,900,1977,98075,47.5834,-122.003
775000,3,2.5,3820,35016,2,4,9,0,1987,98053,47.6496,-122.041
532000,3,2.25,1910,35015,1,4,8,480,1977,98027,47.4672,-122.006
605000,3,2.5,3200,35012,1.5,3,8,1100,1965,98027,47.4651,-121.993
590000,4,2.5,2660,35010,2,3,9,0,1993,98045,47.4816,-121.714
600000,4,2.5,2710,35009,2,3,9,0,1992,98045,47.4815,-121.714
594950,4,2.25,2380,35008,1,3,8,0,1977,98075,47.5834,-122.001
2.00E+06,4,3.25,5640,35006,2,3,11,740,2015,98006,47.5491,-122.104
917500,4,2.5,3880,35003,2,3,10,1310,1984,98033,47.6477,-122.182
783350,4,2.5,3290,35001,2,3,10,0,1991,98077,47.7231,-122.038
665000,3,2.5,2610,35000,2,3,10,0,1988,98072,47.7377,-122.101
625000,3,2.5,2750,35000,2,3,9,0,1993,98077,47.75,-122.024
674250,4,2.5,2780,35000,1,4,9,0,1985,98072,47.7386,-122.091
828500,4,2.5,3720,35000,2,3,10,0,1983,98072,47.7582,-122.13
480000,5,4.75,3830,35000,1,3,8,1700,1976,98077,47.7597,-122.079
1.15E+06,4,3.75,4160,35000,2,3,11,0,1991,98053,47.669,-122.067
3.80E+06,3,4.25,5510,35000,2,3,13,600,1997,98177,47.7296,-122.37
620000,5,2.5,3070,34991,2,3,9,0,1995,98059,47.4721,-122.148
1.68E+06,4,3.75,4490,34982,2,3,12,0,1998,98005,47.6406,-122.156
640000,4,2.5,2970,34981,2,3,9,0,1998,98077,47.7365,-122.037
520000,4,2.5,2490,34947,2,3,9,340,1985,98027,47.4823,-122.031
585000,4,3.25,3410,34939,2,4,9,940,1992,98027,47.459,-122.003
282500,4,1,1170,34925,1,4,6,0,1942,98065,47.5305,-121.841
